4,0,0,0,0,-2
12,0,1,1,0,-2
22,2,0,1,1,-2
13,0,0,1,1,-2
11,0,1,1,0,-2
44,2,0,3,4,-2
16,0,0,0,1,-2
23,0,0,1,0,-2
35,0,0,3,4,-2
14,1,1,1,1,-2
11,0,1,0,0,-2
11,1,0,1,1,-2
23,0,0,1,2,-2
13,0,0,2,0,-2
8,0,0,0,1,-2
27,0,0,2,1,-2
10,0,0,2,0,-2
13,0,0,2,1,-2
43,2,0,2,3,-2
17,0,0,0,1,-2
25,1,0,1,0,-2
12,0,0,0,1,-2
10,0,0,1,1,-2
15,0,0,2,1,-2
16,0,0,1,0,-2
24,0,0,0,3,-2
22,1,0,0,0,-2
13,0,0,0,0,-2
4,0,1,0,0,-2
22,0,0,0,1,-2
8,0,0,0,0,-2
23,0,0,1,2,-2
9,0,1,0,1,-2
15,1,0,1,1,-2
18,1,0,2,1,-2
6,1,0,0,0,-2
4,0,0,0,0,-2
33,1,0,4,5,-2
7,0,0,0,0,-2
8,0,0,0,0,-2
13,1,0,0,0,-2
22,0,1,0,2,-2
9,0,0,0,0,-2
11,1,0,2,0,-2
12,0,0,0,0,-2
19,0,0,0,2,-2
16,0,0,1,1,-2
27,0,0,0,0,-2
15,0,0,1,0,-2
34,0,0,4,3,-2
16,1,0,1,2,-2
12,0,0,1,0,-2
28,2,0,2,2,-2
20,1,1,0,0,-2
40,1,0,5,4,-2
18,0,1,0,0,-2
23,1,0,2,0,-2
9,1,0,1,0,-2
8,1,0,2,0,-2
13,0,0,5,1,-2
7,1,0,1,0,-2
7,0,1,0,0,-2
5,0,0,0,0,-2
12,0,0,0,0,-2
7,0,0,1,0,-2
11,1,0,1,0,-2
18,0,0,2,1,-2
20,1,0,1,2,-2
10,0,0,0,0,-2
15,1,1,0,1,-2
33,0,0,0,1,-2
22,1,0,0,2,-2
21,0,0,1,2,-2
14,0,0,0,2,-2
6,0,0,0,0,-2
22,0,0,2,1,-2
8,0,0,0,0,-2
20,0,0,2,1,-2
13,0,0,1,0,-2
9,0,0,0,1,-2
28,1,0,4,2,-2
21,0,0,1,1,-2
32,2,0,2,2,-2
15,0,0,4,0,-2
22,0,0,3,2,-2
11,0,1,1,0,-2
17,0,0,2,2,-2
16,2,0,3,0,-2
7,0,0,0,1,-2
13,0,0,1,0,-2
7,0,0,0,1,-2
17,1,0,1,1,-2
11,1,0,2,1,-2
29,0,0,2,0,-2
25,1,0,2,1,-2
23,0,0,1,2,-2
15,1,0,1,1,-2
2,0,1,0,0,-2
6,0,0,0,0,-2
9,0,0,1,0,-2
6,0,0,0,0,-2
17,1,1,1,2,-2
7,0,0,0,0,-2
21,1,0,1,0,-2
17,0,0,2,1,-2
14,0,0,0,0,-2
17,1,0,0,2,-2
17,0,1,0,1,-2
4,0,0,0,0,-2
13,0,0,1,0,-2
20,0,1,1,2,-2
10,0,0,2,1,-2
24,1,0,3,2,-2
28,0,0,1,1,-2
17,0,0,1,1,-2
12,0,0,2,1,-2
42,1,1,2,2,-2
19,0,0,1,0,-2
13,2,0,1,1,-2
9,0,0,0,0,-2
12,0,0,0,0,-2
17,0,0,1,1,-2
8,1,0,0,1,-2
12,0,1,1,0,-2
7,1,0,0,0,-2
18,2,0,2,2,-2
16,0,1,2,0,-2
31,0,0,0,1,-2
61,0,0,6,3,-2
21,0,0,1,1,-2
9,0,1,0,0,-2
16,0,0,1,2,-2
12,0,0,1,1,-2
19,1,0,1,3,-2
18,0,0,1,0,-2
14,1,1,1,1,-2
13,1,0,0,1,-2
15,0,1,0,0,-2
18,0,0,0,1,-2
11,0,0,0,0,-2
16,0,0,1,0,-2
27,1,0,4,1,-2
21,0,1,1,2,-2
24,1,0,1,2,-2
32,1,0,4,5,-2
26,1,0,2,1,-2
18,1,0,1,0,-2
28,0,0,1,2,-2
25,1,2,1,1,-2
33,2,0,3,1,-2
26,1,0,2,0,-2
29,1,0,2,1,-2
19,0,1,0,1,-2
35,1,1,2,3,-2
21,0,0,3,2,-2
9,0,0,0,0,-2
26,0,0,1,2,-2
12,1,0,1,1,-2
22,0,0,0,1,-2
14,0,0,1,0,-2
18,2,0,0,2,-2
11,0,0,0,0,-2
15,0,0,0,1,-2
13,0,0,2,0,-2
14,0,1,0,0,-2
10,0,0,0,0,-2
16,0,1,0,1,-2
20,1,0,2,1,-2
10,0,0,1,1,-2
11,0,0,0,1,-2
18,0,0,2,0,-2
8,0,1,0,0,-2
20,1,0,2,1,-2
16,1,0,2,0,-2
18,0,0,1,1,-2
9,1,0,0,0,-2
13,0,0,1,0,-2
26,0,0,1,2,-2
17,0,0,1,3,-2
6,1,0,0,0,-2
12,0,0,0,1,-2
12,0,0,0,1,-2
24,1,0,1,1,-2
20,0,0,1,0,-2
8,0,0,0,0,-2
13,0,0,0,2,-2
23,0,0,0,2,-2
9,0,0,1,0,-2
27,1,0,2,1,-2
