4,0,0,0,0,1
17,0,0,2,2,1
7,0,0,0,0,1
4,0,0,0,0,1
16,0,0,3,0,1
16,0,0,0,0,1
11,0,0,0,1,1
17,1,0,0,2,1
6,0,0,1,1,1
5,0,0,1,0,1
12,0,0,1,0,1
12,0,0,2,1,1
15,0,0,1,2,1
11,0,1,2,0,1
35,1,0,1,5,1
4,0,0,1,0,1
16,0,0,3,2,1
7,0,0,1,1,1
6,0,0,2,1,1
5,0,0,1,1,1
5,0,0,0,0,1
10,0,0,1,0,1
4,0,0,0,0,1
7,0,0,1,1,1
17,0,0,0,0,1
5,0,0,1,0,1
4,0,0,0,0,1
8,0,0,0,0,1
4,0,0,0,0,1
6,0,0,1,1,1
6,0,0,2,1,1
4,0,0,1,0,1
6,1,1,0,0,1
24,0,1,1,1,1
10,0,0,2,3,1
3,0,0,1,0,1
4,0,0,1,1,1
7,0,0,0,0,1
17,0,0,0,1,1
16,1,0,2,1,1
10,0,0,1,0,1
16,0,0,1,1,1
17,0,0,1,1,1
5,0,0,1,0,1
12,0,0,0,1,1
10,0,0,1,1,1
12,0,0,2,1,1
13,0,0,1,0,1
15,0,0,0,1,1
13,0,0,0,1,1
17,0,0,0,1,1
15,0,0,2,0,1
5,0,0,1,0,1
29,1,0,3,1,1
9,0,0,0,0,1
8,0,0,2,1,1
12,1,0,1,0,1
7,0,0,1,1,1
9,0,0,1,0,1
21,0,0,1,1,1
7,0,0,0,0,1
14,0,0,2,0,1
14,0,0,2,0,1
6,0,0,3,0,1
4,0,0,1,0,1
9,0,0,1,0,1
4,0,0,0,0,1
7,0,0,1,0,1
21,0,0,1,0,1
2,0,0,1,0,1
4,0,0,0,0,1
2,0,0,2,0,1
8,0,0,2,3,1
4,0,0,1,1,1
5,0,0,1,0,1
8,0,1,0,1,1
14,0,0,0,2,1
8,0,0,1,1,1
11,0,0,1,2,1
23,0,0,1,3,1
8,0,0,1,1,1
13,0,0,0,2,1
8,0,1,0,1,1
5,0,0,1,1,1
3,0,0,0,0,1
15,0,0,2,1,1
6,0,0,1,1,1
5,0,0,1,0,1
12,0,0,1,2,1
3,0,0,1,0,1
14,1,0,1,1,1
13,0,0,0,2,1
26,2,0,0,2,1
4,0,0,0,0,1
3,0,0,1,0,1
6,0,0,1,0,1
3,0,0,1,0,1
25,0,0,2,2,1
7,1,1,0,0,1
8,0,0,0,0,1
7,0,0,1,0,1
4,0,0,1,0,1
8,0,0,3,1,1
3,0,0,0,0,1
9,0,0,1,1,1
14,0,0,1,1,1
13,0,0,1,2,1
12,0,0,0,2,1
9,0,0,1,2,1
10,0,0,1,0,1
21,0,0,1,1,1
7,1,0,0,0,1
25,0,0,1,2,1
27,0,1,2,3,1
15,0,0,0,0,1
4,0,0,1,0,1
4,0,0,1,0,1
